item_name,item_category
PCB,Printed Circuit Board
PCB,Printed Circuit Board
PCB,Printed Circuit Board
PCB,Printed Circuit Board
PCBA FAST_ADC,Printed Circuit Board Assembly
PCB,Printed Circuit Board
PCB,Printed Circuit Board
PCBA LASER_CURRENT,Printed Circuit Board Assembly
PCBA LASER_CURRENT,Printed Circuit Board Assembly
PCB,Printed Circuit Board
"PCBA, EXTR8611-SSI-EVB-240-02 HB BOARD",Printed Circuit Board Assembly
"PCBA, HXEVB-SFP28LR-240-01 Board",Printed Circuit Board Assembly
"RES, 470 OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 100 OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 12K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"CAP, X7R, 0.068uF, 10%, 16V, 0402, ROHS",Capacitor
"RES, 15K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"IC, INVERTER, HEX, TTL INPUT, MC74ACT04, ROHS",IC
"RES, 10 OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 6.8K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 330 OHM, 5%, 1/10W, 0402, ROHS",Resistor
"RES, 2.49K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"CAP, X5R, 10uF, 20%, 10V, 0402, ROHS",Capacitor
"RES, 680 OHM, 1%, 1/10W, 0402, ROHS",Resistor
"CAP, X7R, 1000pF, 10%, 50V, 0402, ROHS",Capacitor
"CAP, NP0, 33pF, 5%, 50V, 0402, ROHS",Capacitor
"CAP, NP0, 10pF, 5%, 50V, 0402, ROHS",Capacitor
"FERRITE BEAD, IND, 600 OHM, 0603, BLM18, ROHS",Inductor
"RES, 15 OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 150 OHM, 1%, 1/10W, 0402, ROHS",Resistor
"CAP, X7R, 4.7uF, 10%, 6.3V, 0603, ROHS",Capacitor
"CAP, X5R, 4.7uF, 10%, 10V, 0402, ROHS",Capacitor
"CONN, SMA, JACK, EDGE MOUNT, 50 OHM, ROHS",Connector
"CAP, TANT, 100uF, 20%, 4V, 1411, ROHS",Capacitor
"CAP, TANT, 10uF, 20%, 6.3V, 0805, ROHS",Capacitor
"CAP, TANT, 22uF, 20%, 10V, 0805, ROHS",Capacitor
"CAP, X7R, 0.01uF, 10%, 50V, 0402, ROHS",Capacitor
"CAP, X7R, 220pF, 10%, 50V, 0402, ROHS",Capacitor
"CAP, X7R, 8200pF, 10%, 50V, 0402, ROHS",Capacitor
"CAP, NP0, 100pF, 5%, 50V, 0402, ROHS",Capacitor
"CAP, Y5V, 0.1uF, +80/-20%, 16V, 0402, ROHS",Capacitor
"CAP, X7R, 1uF, 20%, 10V, 0612, ROHS",Capacitor
"LED, BLUE, CLEAR, 0603, ROHS",Diode
"BANANA JACK BINDING POST, BLACK",Connector
"BANANA JACK BINDING POST, RED",Connector
"CONN, MXP, 50GBPS, 1x8, ROHS",Connector
"RES, 68K OHM, 5%, 1/16W, 0402, ROHS",Resistor
"RES, 1 OHM, 1%, 2W, 1225, ROHS",Resistor
"RES, 24.9K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 6.98K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"IC, DIGITAL POTENTIOMETER, DUAL, TPL0102, ROHS",IC
"IC, VREG, LDO, ADJ, 1.1A, LT1965, ROHS",IC
"IC, VREG, LDO, ADJ, 1.1A, LT3080, ROHS",IC
"IC, MULTIPLEXER, 16 CHANNEL, ADG706, ROHS",IC
"IC, CONVERTER, A/D, 16 BIT, ADS1115, ROHS",IC
"IC, VOLT SUPERVISOR, 0.9V, TPS3808, ROHS",IC
"SWITCH, PUSH BUTTON, VERT, PC MT, ROHS",Switch
"CAP, X5R, 47uF, 10%, 16V, 1210, ROHS",Capacitor
"CAP, X7R, 0.1uF, 5%, 16V, 0402, ROHS",Capacitor
"CAP, X7R, 0.01uF, 5%, 50V, 0402, ROHS",Capacitor
"CAP, NPO, 100pF, 1%, 50V, 0402, ROHS",Capacitor
"CAP, X6S, 1uF, 10%, 16V, 0402, ROHS",Capacitor
"CAP, NPO, 56pF, 1%, 50V, 0402, ROHS",Capacitor
"CAP, X5R, 1uF, 10%, 10V, 0402, ROHS",Capacitor
"CAP, NPO, 0.5pF, +/-0.1pF, 50V, 0402, ROHS",Capacitor
"CAP, NPO, 68pF, 1%, 50V, 0402, ROHS",Capacitor
"CAP, NPO, 1pF, +/-0.1pF, 50V, 0402, ROHS",Capacitor
"CAP, NPO, 10pF, 1%, 50V, 0402, ROHS",Capacitor
"CAP, NPO, 39pF, 5%, 50V, 0402, ROHS",Capacitor
"CAP, X7R, 0.039uF, 10%, 16V, 0402, ROHS",Capacitor
"DIODE, SCHOTTKY, 40V, 3A, ROHS",Diode
"DIODE, SCHOTTKY, 30V, 1A, ROHS",Diode
"DIODE ARRAY, SCHOTTKY, 70V, ROHS",Diode
"DIODE ARRAY, 70V, 215mA, ROHS",Diode
"LED, GREEN, CLEAR, 1411, ROHS",Diode
"CONN, USB MINI, TYPE AB, RCPT, R/A, SMT, ROHS",Connector
"CONN, SMA, RCPT, JACK, 0-3GHz, PCB, STRAIGHT, ROHS",Connector
"CONN, MCX, JACK, STRAIGHT, 50 OHM, ROHS",Connector
"CONN, SMA, JACK, RIGHT ANGLE, 50 OHM, ROHS",Connector
"CONN, POWER, JACK, 2mm, 5A, ROHS",Connector
"IND, 33uH, 30%, 1.6A, 157mOHM, SMT, ROHS",Inductor
"IND, 15uH, 30%, 2.5A, 67mOHM, SMT, ROHS",Inductor
"IND, 1uH, 5%,380mA, 340mOHM, 1210, ROHS",Inductor
"IND, 220nH, 2%, 120mA, 2.5OHM, 0603, ROHS",Inductor
"POT, 2K OHM, 10%, 1/4W, 12 TURN, 3224W, ROHS",Resistor
"MOSFET, P-CHANNEL, 20V, 6A, ROHS",IC
"TRANS, NPN, 45V, 0.1A, ROHS",IC
"MOSFET, N-CHANNEL, 20V, 1.3A, ROHS",IC
"RES, 1M OHM, 1%, 1/16W, 0402, ROHS",Resistor
"RES, 2.2K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 39K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 120K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 47K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 27 OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 1 OHM, 1%, 1/16W, 0402, ROHS",Resistor
"RES, 1.5K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 390 OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 27K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 51 OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 39 OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 33 OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 47 OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 220 OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 820 OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 0.1 OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 200 OHM, 1%, 1/10W, 0402, ROHS",Resistor
"DIODE, TVS, 22VWM, 26VC, ROHS",Diode
"IND ARRAY, 2 COIL, 25uH, 20%, SMT, ROHS",Inductor
"IC, INVERTER, SINGLE SCHMITT-TRIGGER, ROHS",IC
"IC, XLTR, DIFF, DUAL, SN65LVELT23, ROHS",IC
"IC, VREG, LDO, ADJ, 0.5A, ADP125, ROHS",IC
"SWITCH, TACTILE, SPST-NO, 0.05A, 24V, ROHS",Switch
"IC, VREG, LDO, ADJ, 0.5A, ADP7104, ROHS",IC
"IC, AMP, WIDEBAND, FIXED GAIN, THS4303, ROHS",IC
"IC, VOLTAGE MONITOR, 2.93V, TPS3828, ROHS",IC
"IC, FREQ SYNTHESIZER, ADF4158, ROHS",IC
"IC, FLIP-FLOP, D-TYPE, SN74LVC2G74, ROHS",IC
"IC, OSC, VCTCXO, 40.000MHz, ROHS",IC
"IC, TEMP SENSOR, SPI, TMP122, ROHS",IC
"IC, AMP, VGA, DUAL, LMH6517, ROHS",IC
"IC, AMP, DIFF, 2.8GHz, LMH6554, ROHS",IC
"IC, EEPROM, 128KBIT, 20MHz, AT25128, ROHS",IC
"IC, MICROCONTROLLER, 32BIT, 256K, XMC4200, ROHS",IC
"IC, DECODER/MUX, 3-8LINE, SN74LVC138A, ROHS",IC
"MMIC, VCO, 11.5-12.5GHz, HMC515LP5E, ROHS",IC
"MMIC, VCO, 9.05-10.15GHz, HMC511LP5E, ROHS",IC
"IC, VREG, LDO, ADJ, 0.8A, ADM7151, ROHS",IC
"IC, VREG, LDO, ADJ, 1A, ADP1708, ROHS",IC
"IC, STEP-DOWN CONVERTER, 3A, TPS54320, ROHS",IC
"IC, OP AMP, R-R I/O, DUAL, LMC6482, ROHS",IC
"IC, DAC, 10BIT, R-R O, OCTAL, DAC108S085, ROHS",IC
"IC, AMP, HI PWR, 6-20GHz, AMMP-5618, ROHS",IC
"IC, OP AMP, LO PWR, 80MHz, OPA211, ROHS",IC
"IC, HIGH PASS FILTER, 6.3-15GHz, HFCN-6010, ROHS",IC
"IC, HIGH PASS FILTER, 9-13GHz, HFCN-8400, ROHS",IC
"IC, OP AMP, R-R I/O, LM8261, ROHS",IC
"IC, DC/DC CONVERTER, STEP-UP, LT3461, ROHS",IC
"IC, GATE, BUS BUFFER, TRI-ST, SN74LVC1G125, ROHS",IC
"MMIC, VCO, 13.6-14.9GHz, HMC531LP5E, ROHS",IC
"MMIC, VCO, 7.8-8.8GHz, HMC509LP5E, ROHS",IC
"RES, 6.04K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 16K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 100 OHM, 5%, 1/4W, 1206, ROHS",Resistor
"CAP, X7R, 0.1uF, 10%, 16V, 0201, ROHS",Capacitor
"CAP, ALUM, 47uF, 20%, 16V, C CASE, ROHS",Capacitor
"CAP, Y5V, 1uF, +80/-20%, 16V, 0603, ROHS",Capacitor
"LED, YELLOW, 1206, ROHS",Diode
"IC, VREG, LDO, ADJ, 1.5A, LT1963, ROHS",IC
"RES, 0 OHM, 1/10W, 0402, ROHS",Resistor
"RES, 1.8K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 5.6K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 51K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 22K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 10K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 100K OHM, 1%, 1/16W, 0402, ROHS",Resistor
"RES, 1K OHM, 5%, 1/16W, 0402, ROHS",Resistor
"RES, 3.3K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 56K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 2K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 560 OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 4.7K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, CUR SENSE, 0.2 OHM, 1%, 1/2W, 1206, ROHS",Resistor
"RES, 1.6K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"RES, 3.9K OHM, 1%, 1/10W, 0402, ROHS",Resistor
"CAP, X7R, 0.01uF, 10%, 25V, 0402, ROHS",Capacitor
"CAP, X7R, 0.082uF, 10%, 16V, 0402, ROHS",Capacitor
"POT, 10K OHM, 10%, 1/4W, 12 TURN, 3224X, ROHS",Resistor
"CAP, X5R, 10uF, 20%, 6.3V, 0805, ROHS",Capacitor
"IND, 1uH, 10%, 380mA, 1210, ROHS",Inductor
"CONN, SMA, END LAUNCH, FEMALE, 18GHz, ROHS",Connector
"RES, 5.1K OHM, 5%, 1/16W, 0402, ROHS",Resistor
"SIP, RECEIVER, LOW BAND",IC
"SIP, RECEIVER, HIGH BAND",IC
"SIP, TRANSMITTER, LOW BAND",IC
"SIP, TRANSMITTER, HIGH BAND",IC
"PCBA, ASSY EXTR7611-SSI-EVB-240-02 LB BOARD",Printed Circuit Board Assembly
PCB  Rev.C,Printed Circuit Board
EVB,Printed Circuit Board
CDR,IC
"PCBA, GIG HXEVB-SFP28SR-240-01 BOARD",Printed Circuit Board Assembly
EVB,Printed Circuit Board
RECEIVER,IC
DML DRIVER,IC
"PCBA, PI EXPANDER BD 8-POS",Printed Circuit Board Assembly
"DIODE, 1A 50V S1A-13",Diode
"CAP, ELEC 35V 220UF RADIAL POLARIZE",Capacitor
"SWITCH, POLYSWITCH RESTTABLE, 3A HO",Switch
"INDUCTOR, PWR TOROIDAL 10UH VTP-010",Inductor
"PCBA, BADLANDS ATS-03 WITHOUT WIRES",Printed Circuit Board Assembly
"PCBA, BADLANDS ATS-03 WITHOUT WIRES",Printed Circuit Board Assembly
"DIODE, SCHOTTKY 10A 60V D9-214AB SK",Diode
"S-RES, 10K OHM 1/4W 1% 1206",Resistor
"S-RES, 22K OHM 1/8W 5% 1206",Resistor
"S-RES, 100 OHM 5% 1/8W 1206",Resistor
"S-RES, 1K OHM 1/4W 1% 1206 MF",Resistor
"S-RES, 100K OHM 1/8W 1% 1206 MF",Resistor
"S-RES, 0.1 OHM 1W 1%",Resistor
"S-RES, 1.24K OHM 1/8W 1% 1206",Resistor
"S-RES, 2.21K OHM 1/8W 1% 1206",Resistor
"S-RES, 47 OHM 1/8W 5% 1206",Resistor
"S-RES, 15K OHM 1/8W 1% 1206",Resistor
"S-RES, 1.5K OHM 1/8W 1% 1206",Resistor
"S-RES, 100K OHM 1/8W 1% 0805",Resistor
"S-RES, 10K OHM 1/8W 1% 0805",Resistor
"S-RES, 221 OHM 1/8W 1% 1206",Resistor
"S-RES, 10 OHM 1% 1/10W 0805",Resistor
"S-RES, 47K OHM 1/4W 5% 1206",Resistor
"S-RES, 1.05K OHM 1/8W 1% 1206",Resistor
"S-RES, 27 OHM 1/4W 5% 1206",Resistor
"PCB, BADLANDS",Printed Circuit Board
"PCBA, BADLANDS CORE",Printed Circuit Board Assembly
"PCBA, BADLANDS CORE",Printed Circuit Board Assembly
"PCB, BADLANDS",Printed Circuit Board
"PCBA, PLANNING BOM LE-03",Printed Circuit Board Assembly
"PCBA, PLANNING BOM LE-03",Printed Circuit Board Assembly
"PCB, BADLANDS",Printed Circuit Board
PCBA ZPM,Printed Circuit Board Assembly
PCBA PDU-ME,Printed Circuit Board Assembly
"PCA, iMX535 Display Driver, RoHS",Printed Circuit Board Assembly
"IC, Dummy #1 for Steve's Testing",IC
"IC, Dummy #2 for Steve's Testing",IC
"PCBA,",Printed Circuit Board Assembly
LABEL_MODEL_87,Label
LABEL_FCC_NONCOMPLIANCE_,Label
LABEL_FCC_COMPLIANCE_,Label
LABEL_PROM_COPYRIGHT_NOTE,Label
LABEL_PLD_COPYRIGHT,Label
CABLE ASSY,Cable Assembly
CABLE ASSY,Cable Assembly
LABEL_PRODUCT_ID,Label
LABEL_VXI_ID,Label
LABEL_ICS_ID,Label
PC_ASSY_4864-12,Printed Circuit Board Assembly
"PCBA, ASSY board 4864-14 (rev 8)",Printed Circuit Board Assembly
PC_ASSY_4864-11_RELAY_BD,Printed Circuit Board Assembly
PC_ASSY_4864-12_RELAY_BD,Printed Circuit Board Assembly
PCBA FOR 114526,Printed Circuit Board Assembly
PC_ASSY_VXI-5534,Printed Circuit Board Assembly
PC_ASSY_VXI-5534_DISPLAY,Printed Circuit Board Assembly
PC_ASSY_4803,Printed Circuit Board Assembly
PCASSY_4803_W/CONN_ON_BOTTOM,Printed Circuit Board Assembly
PC_ASSY_C_&_T_B,Printed Circuit Board Assembly
LABEL_VXI_2_BD_VXI_KIT,Label
LABEL_ICS_2_BD_VXI_KIT,Label
PC_ASSY_2303,Printed Circuit Board Assembly
PC_ASSY_2303_EXT_TEMP,Printed Circuit Board Assembly
PCBA ASSY _2303,Printed Circuit Board Assembly
"PCBA, 4806 / 4819",Printed Circuit Board Assembly
PCBA for 114804,Printed Circuit Board Assembly
PC_ASSY_4861A-22_OEM_BD,Printed Circuit Board Assembly
PC_ASSY_EMI4861_EMI#_20-964-000,Printed Circuit Board Assembly
PC_ASSY_4899,Printed Circuit Board Assembly
"PCBA, Board ASSY PC 2307",Printed Circuit Board Assembly
PCBA SUB-ASSY 2307,Printed Circuit Board Assembly
Assy PCBA 115834,Printed Circuit Board Assembly
PCBA for 115834,Printed Circuit Board Assembly
PC_ASSY_4823B_W/CONN_ON_BOTTOM,Printed Circuit Board Assembly
PC_ASSY_VXI-5539A_OCTAL,Printed Circuit Board Assembly
PC_ASSY_4807_W/O_TC,Printed Circuit Board Assembly
PC_ASSY_4867,Printed Circuit Board Assembly
PC_ASSY_4819A,Printed Circuit Board Assembly
PC_ASSY_4807/4867_TERM_BD,Printed Circuit Board Assembly
PCBA 4813,Printed Circuit Board Assembly
LABEL_488-USB_CONTROLLER,Label
"PC_ASSY-4813_W/BOTTOM,",Printed Circuit Board Assembly
PC_ASSY_4897,Printed Circuit Board Assembly
"PCBA, 488USB2",Printed Circuit Board Assembly
Assy PCBA,Printed Circuit Board Assembly
PCBA for 115406,Printed Circuit Board Assembly
PC_ASSY_4895,Printed Circuit Board Assembly
PC_ASSY_4892B,Printed Circuit Board Assembly
PCBA for 115406,Printed Circuit Board Assembly
PC_ASSY_4816,Printed Circuit Board Assembly
LABEL_488-USB_CTLR_MEAS_COMP,Label
"PCBA, SUB-ASSY 4864 MAIN BD (rev 1)",Printed Circuit Board Assembly
PC_ASSY_2313,Printed Circuit Board Assembly
Cable Assy,Cable Assembly
PC_ASSY_4864_DRIVER_BD,Printed Circuit Board Assembly
Assy PCBA,Printed Circuit Board Assembly
PC_ASSY_4803_RELAY_DRIVER_BD,Printed Circuit Board Assembly
LABEL_488-USB_CYBER_RESEARCH,Label
"PCBA, 488USB2",Printed Circuit Board Assembly
LABEL_488-USB2_CONTROLLER,Label
PC_ASSY_4804B,Printed Circuit Board Assembly
PC_ASSY_-8013_W/CONN_BOTTOM_,Printed Circuit Board Assembly
PCBA for 115604,Printed Circuit Board Assembly
PC_ASSY_8013_BD,Printed Circuit Board Assembly
PCBA ASSY 8013 BD,Printed Circuit Board Assembly
"PCBA, 8013",Printed Circuit Board Assembly
PCBA for 115604,Printed Circuit Board Assembly
"PCBA, SUB-ASSY - 8063 board Level",Printed Circuit Board Assembly
PCBA for 115616,Printed Circuit Board Assembly
"PCBA, ASSY 2313/4813/8013_RLY_DVR_BD",Printed Circuit Board Assembly
PC_ASSY_-_XX13_RELAY_DRIVER_BD,Printed Circuit Board Assembly
PCBA for 115672,Printed Circuit Board Assembly
PC_ASSY_8099,Printed Circuit Board Assembly
"PCBA, 8099",Printed Circuit Board Assembly
"PCBA, 8065/8055",Printed Circuit Board Assembly
PC_ASSY_8065/8055,Printed Circuit Board Assembly
PC_ASSY_4808,Printed Circuit Board Assembly
PCBA for 115774,Printed Circuit Board Assembly
PC_ASSY_-4829A,Printed Circuit Board Assembly
PC_ASSY_2303,Printed Circuit Board Assembly
PCB_2303,Printed Circuit Board
PCBA for 115798,Printed Circuit Board Assembly
"PCBA, SUB ASSY 4803",Printed Circuit Board Assembly
PCBA for 115818,Printed Circuit Board Assembly
PC_ASSY_-_4803_W/CONN_ON_BOTTOM,Printed Circuit Board Assembly
PC_ASSY-8003H_W/CONN_CIR_SIDE,Printed Circuit Board Assembly
PC_ASSY_8003_VERT_CONN,Printed Circuit Board Assembly
PCBA for 115844,Printed Circuit Board Assembly
PC_ASSY_-_8003_W/CONN_ON_CIR_SIDE_,Printed Circuit Board Assembly
PC_ASSY_4865A,Printed Circuit Board Assembly
"PCBA, SUB ASSY 4865A",Printed Circuit Board Assembly
PC_ASSY_VXI-5527,Printed Circuit Board Assembly
PC_ASSY_-_4861B-12,Printed Circuit Board Assembly
PC_ASSY_-_4861B-14,Printed Circuit Board Assembly
PC_ASSY_-_4861B-24,Printed Circuit Board Assembly
Assy PCBA,Printed Circuit Board Assembly
PCBA 4861B/2361B,Printed Circuit Board Assembly
PC_ASSY_4802_GPIB_TO_I2C,Printed Circuit Board Assembly
PC_ASSY_-_2361B-14,Printed Circuit Board Assembly
PC_ASSY_-_2361B-24,Printed Circuit Board Assembly
Assy PCBA 9065 LXI/GPIB Controller,Printed Circuit Board Assembly
PCBA for 116006,Printed Circuit Board Assembly
PC_ASSY_2003,Printed Circuit Board Assembly
PC_ASSY_9055_ANRITSU_BOARD,Printed Circuit Board Assembly
PC_ASSY_-GD_8064_RELAY,Printed Circuit Board Assembly
"PCBA, 9099",Printed Circuit Board Assembly
"PCBA, 9006/9009",Printed Circuit Board Assembly
"PCBA, 9006/9009",Printed Circuit Board Assembly
PCBA for 116118,Printed Circuit Board Assembly
PC_ASSY_VXI-5529-3,Printed Circuit Board Assembly
INDUCTOR_280UH_(4810/30C/32C/1X),Inductor
INDUCTOR_125UH_(34/40/71B/74B/86B,Inductor
SWITCH-CAP_4800_SERIES,Switch
RES_THIN-FILM_SPECIAL,Resistor
SWITCH_CAP_WHITE,Switch
RES_PAIR_9K/1K_OHM,Resistor
"CONN, GPIB EXTENDER",Connector
"LABEL,_VXI_ADDRESS_SWITCH",Label
LABEL_CE_MARK,Label
LABEL_RACAL_SERIAL_VXI-5539A-14,Label
LABEL_RACAL_SERIAL_VXI-5539A-18,Label
LABEL_RACAL_ESD,Label
LABEL_VXI_SEAGATE_LOGO,Label
LABEL_VXI_SEAGATE_BER2,Label
LABEL_VXI_SEAGATE_A/D,Label
LABEL_VXI_SEAGATE_DSP,Label
LABEL_VXI_SEAGATE_SNOW,Label
LABEL_VXI_SEAGATE_FMM,Label
LABEL_BLANK_SILVER_2.0_X_1.375,Label
LABEL_VXI_SEAGATE_DSP-M,Label
LABEL_VXI_SEAGATE_BER3,Label
LABEL_VXI_SEAGATE_PAR3,Label
LABEL_-_488.2V4_NOTICE,Label
LABELVXI_SEAGATE_BER6,Label
LABEL_VXI_SEAGATE_PAR_6,Label
PCBA 2003,Printed Circuit Board Assembly
ASSY PCBA 2003,Printed Circuit Board Assembly
PCBA_-2303,Printed Circuit Board Assembly
Top level for 115934-50,Product Assembly
"pcba, ansi",Printed Circuit Board Assembly
SCREW PH PAN 2-56 X 1/4,Screw / Bolt
SCREW_PH_PAN_2-56_X_3/8,Screw / Bolt
SCREW _PH_PAN_2-56X7/16,Screw / Bolt
SCREW_PH_PAN_2-56_X_1/2,Screw / Bolt
"SCREW_PH_PAN_3-48_X_1/4""",Screw / Bolt
SCREW_PH_PAN_4-40_X_1/4,Screw / Bolt
SCREW PH PAN 4-40 X 3/8,Screw / Bolt
SCREW_PH_PAN_4-40_X_1/2,Screw / Bolt
"SCREW_PH_PAN_4-40_X_3/4""",Screw / Bolt
SCREW_PH_PAN_4-40_X_1-1/4,Screw / Bolt
SCREW_PH_PAN_4-40_X_1-3/8,Screw / Bolt
SCREW_PH_PAN_5-50_X_1/4,Screw / Bolt
SCREW_PH_PAN_6-32_X_1/8,Screw / Bolt
SCREW_PH_PAN_6-32_X_1/4,Screw / Bolt
SCREW_PH_PAN 6_32 X 3/8,Screw / Bolt
SCREW_PH_PAN_6-32_X_1/2,Screw / Bolt
SCREW_PH_PAN_6-32_X_1_1/2,Screw / Bolt
SCREW_PH_PAN_8-32_X_3/8,Screw / Bolt
SCREW_PH_10-32_X_1/2_RACK_MNT,Screw / Bolt
SCREW_PH_FLAT_2-56_X_1/4_,Screw / Bolt
SCREW_PH_FLAT_4-40_X1/4,Screw / Bolt
SCREW_PH_FLAT_4-40_X_3/8,Screw / Bolt
SCREW_PH_FLAT_4-40_X_1/2,Screw / Bolt
SCREW_PH_FLAT_4-40_X_1,Screw / Bolt
SCREW_PH_FLAT_6-32_X_3/16,Screw / Bolt
SCREW_PH_FLAT_6-32_X_3/8,Screw / Bolt
SCREW_PH_FLAT_6-32_X_1/2,Screw / Bolt
SCREW_PH_FLAT_100_DEG_4-40X3/16,Screw / Bolt
SCREW_PH_FLAT_100_DEG_4-40X1/4,Screw / Bolt
SCREW_PH_FLAT_4-40_X_1/2_-TYPE_AB,Screw / Bolt
SCREW_PH_SELF-TAP_6-32_X_3/8,Screw / Bolt
"SCREW_NYLON_6-32_1/4""",Screw / Bolt
SCREW_BUTTON_HD_4-40_X_3/8,Screw / Bolt
WASHER STD FLAT 4-40,Washer
WASHER_FLAT_INSULATOR_4-40,Washer
WASHER_STD_FLAT_6_32,Washer
WASHER_FLAT_INSULATOR_6-32,Washer
WASHER_STD_FLAT_8-32,Washer
WASHER_CRES_FLAT_2-56,Washer
WASHER_CRES_LOCK_2-56,Washer
SCREW_METRIC_PH_PAN_M2.5_X6,Screw / Bolt
SCREW_METRIC_FLAT_HD_M2.5X8,Screw / Bolt
SCREW_METRIC_SS_CAPT_M2.5_X_14MM,Screw / Bolt
Top ASSY -4801 BUS STRIP,Product Assembly
Top ASSY -4801-BUS STRIP,Product Assembly
SCREW_SEMS_4-40_X_1/4,Screw / Bolt
SCREW_SEMS_4-40_X_3/8,Screw / Bolt
SCREW_SEMS_6-32_X_3/16_PHL_PH,Screw / Bolt
SCREW_SEMS_6-32_X_1/4 0,Screw / Bolt
SCREW SEMS 6-32X3/8,Screw / Bolt
SCREW_SEMS_6-32_X_1/2,Screw / Bolt
Top level for 115934-50,Product Assembly
PCBA 488-PC2_CARD,Printed Circuit Board Assembly
SCREW_METRIC_CAPT_PH_M2.5_X_8.5,Screw / Bolt
"CAP,_PUSH_BUTTON_(907043)",Capacitor
TERMINAL_PCB,Misc. Electrical
SCREWLOCK_VHDCI_M2X0.4MM_FEM,Screw / Bolt
CAP_TANT_56UF_6V_,Capacitor
CAP_TANT_27UF_10V,Capacitor
CAP_TANT_200UF_35V,Capacitor
CAP_TANT_68UF_10V,Capacitor
CAP_TANT_10UF_16V_,Capacitor
CAP_TANT_2.2UF_16V,Capacitor
CAP_TANT_22UF_16V,Capacitor
CAP_TANT_33UF_16V,Capacitor
CAP_TANT_4.7UF_16V_,Capacitor
CAP_TANT_4.7UF_25V,Capacitor
CAP_TANT_6.8UF_25V,Capacitor
CAP_TANT_1UF_35V,Capacitor
CAP_TANT_10UF_35V,Capacitor
CAP_DISK_.05UF_10V,Capacitor
CAP_DISK_.01MF_50V,Capacitor
CAP_MONO_100PF_50V,Capacitor
CAP_MONO_TS_.001UF_50V,Capacitor
CAP_MONO_.01UF_50V,Capacitor
CAP_MONO_.1UF_50V,Capacitor
CAP_CER_1_UF_50V_.2_SP,Capacitor
CAP_MONO_12PF_5%_50V,Capacitor
CAP_MONO_15PF_5%_50V,Capacitor
CAP_MONO_150PF_50V,Capacitor
CAP_MONO_TS_.0022MF_50V,Capacitor
CAP_MONO_.033UF_50V,Capacitor
CAP_MONO_39PF_50V,Capacitor
CAP_MONO_.047UF_50V_,Capacitor
CAP_MONO_.47MF_50V,Capacitor
CAP_MONO_560PF_50V,Capacitor
CAP_CER_6.8UF_50V_.4__SPACING,Capacitor
CAP_MONO_.0012UF_100V,Capacitor
CAP_MONO_20PF_100V,Capacitor
CAP_MONO_330PF_100V,Capacitor
CAP_DISK_.001UF_1KV,Capacitor
CAP_DISK_.01UF_1KV,Capacitor
CAP_.0022UF_3-6KV,Capacitor
CAP_.002UF_5KV,Capacitor
CAP_MICA_33PF_500V,Capacitor
CAP_MICA_82PF_500V,Capacitor
CAP_MICA_100PF_500V_,Capacitor
CAP_MICA_15PF_500V,Capacitor
CAP_MICA_180PF_500V,Capacitor
CAP_MICA_24PF_500V,Capacitor
CAP_MICA_33PF_500V,Capacitor
